sd_onset_control	effect_size	obs_freq	statistical_test	pwr
150	0.1	60	lrt	0.106100000000002
1	0.3	60	lrt	0.999999999999906
3	0.3	60	lrt	0.999999999999906
7	0.3	60	lrt	0.999999999999906
14	0.3	60	lrt	0.999999999999906
21	0.3	60	lrt	0.999999999999906
30	0.3	60	lrt	0.999999999999906
60	0.3	60	lrt	0.986399999999908
90	0.3	60	lrt	0.823099999999926
150	0.3	60	lrt	0.461399999999966
1	0.5	60	lrt	0.999999999999906
3	0.5	60	lrt	0.999999999999906
7	0.5	60	lrt	0.999999999999906
14	0.5	60	lrt	0.999999999999906
21	0.5	60	lrt	0.999999999999906
30	0.5	60	lrt	0.999999999999906
60	0.5	60	lrt	0.999999999999906
90	0.5	60	lrt	0.992599999999907
150	0.5	60	lrt	0.806299999999928
1	0.7	60	lrt	0.999999999999906
3	0.7	60	lrt	0.999999999999906
7	0.7	60	lrt	0.999999999999906
14	0.7	60	lrt	0.999999999999906
21	0.7	60	lrt	0.999999999999906
30	0.7	60	lrt	0.999999999999906
60	0.7	60	lrt	0.999999999999906
90	0.7	60	lrt	0.999799999999906
150	0.7	60	lrt	0.950399999999912
1	1	60	lrt	0.999999999999906
3	1	60	lrt	0.999999999999906
7	1	60	lrt	0.999999999999906
14	1	60	lrt	0.999999999999906
21	1	60	lrt	0.999999999999906
30	1	60	lrt	0.999999999999906
60	1	60	lrt	0.999999999999906
90	1	60	lrt	0.999999999999906
150	1	60	lrt	0.993899999999907
1	1.5	60	lrt	0.999999999999906
3	1.5	60	lrt	0.999999999999906
7	1.5	60	lrt	0.999999999999906
14	1.5	60	lrt	0.999999999999906
21	1.5	60	lrt	0.999999999999906
30	1.5	60	lrt	0.999999999999906
60	1.5	60	lrt	0.999999999999906
90	1.5	60	lrt	0.999999999999906
150	1.5	60	lrt	0.999999999999906
1	2	60	lrt	0.999999999999906
3	2	60	lrt	0.999999999999906
7	2	60	lrt	0.999999999999906
14	2	60	lrt	0.999999999999906
21	2	60	lrt	0.999999999999906
30	2	60	lrt	0.999999999999906
60	2	60	lrt	0.999999999999906
90	2	60	lrt	0.999999999999906
150	2	60	lrt	0.999999999999906
1	0.00958904109589041	90	lrt	0
3	0.00958904109589041	90	lrt	0.005
7	0.00958904109589041	90	lrt	0.126200000000002
14	0.00958904109589041	90	lrt	0.0621000000000008
21	0.00958904109589041	90	lrt	0.0531000000000005
30	0.00958904109589041	90	lrt	0.0479000000000003
60	0.00958904109589041	90	lrt	0.0520000000000005
90	0.00958904109589041	90	lrt	0.0543000000000005
150	0.00958904109589041	90	lrt	0.0562000000000006
1	0.0191780821917808	90	lrt	0
3	0.0191780821917808	90	lrt	0.003
7	0.0191780821917808	90	lrt	0.290699999999984
14	0.0191780821917808	90	lrt	0.137300000000001
21	0.0191780821917808	90	lrt	0.0856000000000014
30	0.0191780821917808	90	lrt	0.0673000000000009
60	0.0191780821917808	90	lrt	0.0572000000000006
90	0.0191780821917808	90	lrt	0.0586000000000007
150	0.0191780821917808	90	lrt	0.0564000000000006
1	0.0383561643835616	90	lrt	0
3	0.0383561643835616	90	lrt	0.0056
7	0.0383561643835616	90	lrt	0.460899999999966
14	0.0383561643835616	90	lrt	0.393099999999973
21	0.0383561643835616	90	lrt	0.219799999999992
30	0.0383561643835616	90	lrt	0.140700000000001
60	0.0383561643835616	90	lrt	0.0878000000000015
90	0.0383561643835616	90	lrt	0.0671000000000009
150	0.0383561643835616	90	lrt	0.0658000000000009
1	0.0575342465753425	90	lrt	0
3	0.0575342465753425	90	lrt	0.0048
7	0.0575342465753425	90	lrt	0.494799999999962
14	0.0575342465753425	90	lrt	0.634499999999946
21	0.0575342465753425	90	lrt	0.406199999999972
30	0.0575342465753425	90	lrt	0.264899999999987
60	0.0575342465753425	90	lrt	0.139200000000001
90	0.0575342465753425	90	lrt	0.0965000000000017
150	0.0575342465753425	90	lrt	0.069400000000001
1	0.0821917808219178	90	lrt	0
3	0.0821917808219178	90	lrt	0.0043
7	0.0821917808219178	90	lrt	0.497099999999962
14	0.0821917808219178	90	lrt	0.799699999999928
21	0.0821917808219178	90	lrt	0.637699999999946
30	0.0821917808219178	90	lrt	0.469099999999965
60	0.0821917808219178	90	lrt	0.223899999999992
90	0.0821917808219178	90	lrt	0.133500000000002
150	0.0821917808219178	90	lrt	0.0888000000000015
1	0.1	90	lrt	0
3	0.1	90	lrt	0.006
7	0.1	90	lrt	0.494299999999962
14	0.1	90	lrt	0.828499999999925
21	0.1	90	lrt	0.770299999999931
30	0.1	90	lrt	0.617599999999948
60	0.1	90	lrt	0.297299999999984
90	0.1	90	lrt	0.180499999999996
150	0.1	90	lrt	0.104500000000002
1	0.3	90	lrt	0.999999999999906
3	0.3	90	lrt	0.999999999999906
7	0.3	90	lrt	0.999999999999906
14	0.3	90	lrt	0.999999999999906
21	0.3	90	lrt	0.999999999999906
30	0.3	90	lrt	0.999999999999906
60	0.3	90	lrt	0.976399999999909
90	0.3	90	lrt	0.800899999999928
150	0.3	90	lrt	0.452499999999966
1	0.5	90	lrt	0.999999999999906
3	0.5	90	lrt	0.999999999999906
7	0.5	90	lrt	0.999999999999906
14	0.5	90	lrt	0.999999999999906
21	0.5	90	lrt	0.999999999999906
30	0.5	90	lrt	0.999999999999906
60	0.5	90	lrt	0.999999999999906
90	0.5	90	lrt	0.989699999999907
150	0.5	90	lrt	0.799899999999928
1	0.7	90	lrt	0.999999999999906
3	0.7	90	lrt	0.999999999999906
7	0.7	90	lrt	0.999999999999906
14	0.7	90	lrt	0.999999999999906
21	0.7	90	lrt	0.999999999999906
30	0.7	90	lrt	0.999999999999906
60	0.7	90	lrt	0.999999999999906
90	0.7	90	lrt	0.999899999999906
150	0.7	90	lrt	0.945799999999912
1	1	90	lrt	0.999999999999906
3	1	90	lrt	0.999999999999906
7	1	90	lrt	0.999999999999906
14	1	90	lrt	0.999999999999906
21	1	90	lrt	0.999999999999906
30	1	90	lrt	0.999999999999906
60	1	90	lrt	0.999999999999906
90	1	90	lrt	0.999999999999906
150	1	90	lrt	0.994699999999907
1	1.5	90	lrt	0.999999999999906
3	1.5	90	lrt	0.999999999999906
7	1.5	90	lrt	0.999999999999906
14	1.5	90	lrt	0.999999999999906
21	1.5	90	lrt	0.999999999999906
30	1.5	90	lrt	0.999999999999906
60	1.5	90	lrt	0.999999999999906
90	1.5	90	lrt	0.999999999999906
150	1.5	90	lrt	0.999899999999906
1	2	90	lrt	0.999999999999906
3	2	90	lrt	0.999999999999906
7	2	90	lrt	0.999999999999906
14	2	90	lrt	0.999999999999906
21	2	90	lrt	0.999999999999906
30	2	90	lrt	0.999999999999906
60	2	90	lrt	0.999999999999906
90	2	90	lrt	0.999999999999906
150	2	90	lrt	0.999999999999906
1	0.00958904109589041	1	ks	0.999999999999906
3	0.00958904109589041	1	ks	0.553399999999955
7	0.00958904109589041	1	ks	0.113200000000002
14	0.00958904109589041	1	ks	0.0441000000000002
21	0.00958904109589041	1	ks	0.0319999999999999
30	0.00958904109589041	1	ks	0.0289999999999999
60	0.00958904109589041	1	ks	0.0228999999999999
90	0.00958904109589041	1	ks	0.0248999999999999
150	0.00958904109589041	1	ks	0.0236999999999999
1	0.0191780821917808	1	ks	0.999999999999906
3	0.0191780821917808	1	ks	0.996299999999907
7	0.0191780821917808	1	ks	0.463499999999965
14	0.0191780821917808	1	ks	0.113900000000002
21	0.0191780821917808	1	ks	0.0676000000000009
30	0.0191780821917808	1	ks	0.0425000000000002
60	0.0191780821917808	1	ks	0.0294999999999999
90	0.0191780821917808	1	ks	0.0259999999999999
150	0.0191780821917808	1	ks	0.0248999999999999
1	0.0383561643835616	1	ks	0.999999999999906
3	0.0383561643835616	1	ks	0.999999999999906
7	0.0383561643835616	1	ks	0.981399999999908
14	0.0383561643835616	1	ks	0.477599999999964
21	0.0383561643835616	1	ks	0.217999999999992
30	0.0383561643835616	1	ks	0.112700000000002
60	0.0383561643835616	1	ks	0.0475000000000003
90	0.0383561643835616	1	ks	0.0323999999999999
150	0.0383561643835616	1	ks	0.0314999999999999
1	0.0575342465753425	1	ks	0.999999999999906
3	0.0575342465753425	1	ks	0.999999999999906
7	0.0575342465753425	1	ks	0.999999999999906
14	0.0575342465753425	1	ks	0.849699999999923
21	0.0575342465753425	1	ks	0.484899999999963
30	0.0575342465753425	1	ks	0.23869999999999
60	0.0575342465753425	1	ks	0.0779000000000012
90	0.0575342465753425	1	ks	0.0493000000000004
150	0.0575342465753425	1	ks	0.0335999999999999
1	0.0821917808219178	1	ks	0.999999999999906
3	0.0821917808219178	1	ks	0.999999999999906
7	0.0821917808219178	1	ks	0.999999999999906
14	0.0821917808219178	1	ks	0.991999999999907
21	0.0821917808219178	1	ks	0.808799999999927
30	0.0821917808219178	1	ks	0.482799999999963
60	0.0821917808219178	1	ks	0.132100000000002
90	0.0821917808219178	1	ks	0.0652000000000008
150	0.0821917808219178	1	ks	0.0457000000000003
1	0.1	1	ks	0.999999999999906
3	0.1	1	ks	0.999999999999906
7	0.1	1	ks	0.999999999999906
14	0.1	1	ks	0.999399999999906
21	0.1	1	ks	0.935999999999913
30	0.1	1	ks	0.655199999999944
60	0.1	1	ks	0.184799999999996
90	0.1	1	ks	0.0884000000000015
150	0.1	1	ks	0.0511000000000004
1	0.3	1	ks	0.999999999999906
3	0.3	1	ks	0.999999999999906
7	0.3	1	ks	0.999999999999906
14	0.3	1	ks	0.999999999999906
21	0.3	1	ks	0.999999999999906
30	0.3	1	ks	0.999999999999906
60	0.3	1	ks	0.924299999999915
90	0.3	1	ks	0.60039999999995
150	0.3	1	ks	0.23929999999999
1	0.5	1	ks	0.999999999999906
3	0.5	1	ks	0.999999999999906
7	0.5	1	ks	0.999999999999906
14	0.5	1	ks	0.999999999999906
21	0.5	1	ks	0.999999999999906
30	0.5	1	ks	0.999999999999906
60	0.5	1	ks	0.999699999999906
90	0.5	1	ks	0.937699999999913
150	0.5	1	ks	0.543799999999956
1	0.7	1	ks	0.999999999999906
3	0.7	1	ks	0.999999999999906
7	0.7	1	ks	0.999999999999906
14	0.7	1	ks	0.999999999999906
21	0.7	1	ks	0.999999999999906
30	0.7	1	ks	0.999999999999906
60	0.7	1	ks	0.999999999999906
90	0.7	1	ks	0.995099999999907
150	0.7	1	ks	0.778299999999931
1	1	1	ks	0.999999999999906
3	1	1	ks	0.999999999999906
7	1	1	ks	0.999999999999906
14	1	1	ks	0.999999999999906
21	1	1	ks	0.999999999999906
30	1	1	ks	0.999999999999906
60	1	1	ks	0.999999999999906
90	1	1	ks	0.999999999999906
150	1	1	ks	0.947699999999912
1	1.5	1	ks	0.999999999999906
3	1.5	1	ks	0.999999999999906
7	1.5	1	ks	0.999999999999906
14	1.5	1	ks	0.999999999999906
21	1.5	1	ks	0.999999999999906
30	1.5	1	ks	0.999999999999906
60	1.5	1	ks	0.999999999999906
90	1.5	1	ks	0.999999999999906
150	1.5	1	ks	0.996199999999907
1	2	1	ks	0.999999999999906
3	2	1	ks	0.999999999999906
7	2	1	ks	0.999999999999906
14	2	1	ks	0.999999999999906
21	2	1	ks	0.999999999999906
30	2	1	ks	0.999999999999906
60	2	1	ks	0.999999999999906
90	2	1	ks	0.999999999999906
150	2	1	ks	0.999899999999906
1	0.00958904109589041	7	ks	5e-04
3	0.00958904109589041	7	ks	0.0829000000000013
7	0.00958904109589041	7	ks	0.0437000000000002
14	0.00958904109589041	7	ks	0.0207999999999999
21	0.00958904109589041	7	ks	0.0189999999999999
30	0.00958904109589041	7	ks	0.0176999999999999
60	0.00958904109589041	7	ks	0.0179999999999999
90	0.00958904109589041	7	ks	0.0207999999999999
150	0.00958904109589041	7	ks	0.0227999999999999
1	0.0191780821917808	7	ks	0.998699999999906
3	0.0191780821917808	7	ks	0.816299999999926
7	0.0191780821917808	7	ks	0.269999999999987
14	0.0191780821917808	7	ks	0.0671000000000009
21	0.0191780821917808	7	ks	0.0388000000000001
30	0.0191780821917808	7	ks	0.0319999999999999
60	0.0191780821917808	7	ks	0.0248999999999999
90	0.0191780821917808	7	ks	0.0212999999999999
150	0.0191780821917808	7	ks	0.0223999999999999
1	0.0383561643835616	7	ks	0.999999999999906
3	0.0383561643835616	7	ks	0.999999999999906
7	0.0383561643835616	7	ks	0.930699999999914
14	0.0383561643835616	7	ks	0.346899999999978
21	0.0383561643835616	7	ks	0.158699999999999
30	0.0383561643835616	7	ks	0.0824000000000013
60	0.0383561643835616	7	ks	0.0384000000000001
90	0.0383561643835616	7	ks	0.0291999999999999
150	0.0383561643835616	7	ks	0.0278999999999999
1	0.0575342465753425	7	ks	0.999999999999906
3	0.0575342465753425	7	ks	0.999999999999906
7	0.0575342465753425	7	ks	0.999799999999906
14	0.0575342465753425	7	ks	0.755399999999933
21	0.0575342465753425	7	ks	0.382799999999974
30	0.0575342465753425	7	ks	0.186599999999996
60	0.0575342465753425	7	ks	0.0557000000000006
90	0.0575342465753425	7	ks	0.0409000000000001
150	0.0575342465753425	7	ks	0.0317999999999999
1	0.0821917808219178	7	ks	0.999999999999906
3	0.0821917808219178	7	ks	0.999999999999906
7	0.0821917808219178	7	ks	0.999999999999906
14	0.0821917808219178	7	ks	0.979999999999908
21	0.0821917808219178	7	ks	0.731499999999936
30	0.0821917808219178	7	ks	0.409099999999971
60	0.0821917808219178	7	ks	0.106900000000002
90	0.0821917808219178	7	ks	0.0540000000000005
150	0.0821917808219178	7	ks	0.0367
1	0.1	7	ks	0.999999999999906
3	0.1	7	ks	0.999999999999906
7	0.1	7	ks	0.999999999999906
14	0.1	7	ks	0.998299999999906
21	0.1	7	ks	0.896299999999918
30	0.1	7	ks	0.585199999999952
60	0.1	7	ks	0.157599999999999
90	0.1	7	ks	0.0849000000000014
150	0.1	7	ks	0.0421000000000002
1	0.3	7	ks	0.999999999999906
3	0.3	7	ks	0.999999999999906
7	0.3	7	ks	0.999999999999906
14	0.3	7	ks	0.999999999999906
21	0.3	7	ks	0.999999999999906
30	0.3	7	ks	0.999999999999906
60	0.3	7	ks	0.907999999999916
90	0.3	7	ks	0.568899999999954
150	0.3	7	ks	0.226099999999991
1	0.5	7	ks	0.999999999999906
3	0.5	7	ks	0.999999999999906
7	0.5	7	ks	0.999999999999906
14	0.5	7	ks	0.999999999999906
21	0.5	7	ks	0.999999999999906
30	0.5	7	ks	0.999999999999906
60	0.5	7	ks	0.999399999999906
90	0.5	7	ks	0.933399999999914
150	0.5	7	ks	0.522699999999959
1	0.7	7	ks	0.999999999999906
3	0.7	7	ks	0.999999999999906
7	0.7	7	ks	0.999999999999906
14	0.7	7	ks	0.999999999999906
21	0.7	7	ks	0.999999999999906
30	0.7	7	ks	0.999999999999906
60	0.7	7	ks	0.999999999999906
90	0.7	7	ks	0.993899999999907
150	0.7	7	ks	0.777899999999931
1	1	7	ks	0.999999999999906
3	1	7	ks	0.999999999999906
7	1	7	ks	0.999999999999906
14	1	7	ks	0.999999999999906
21	1	7	ks	0.999999999999906
30	1	7	ks	0.999999999999906
60	1	7	ks	0.999999999999906
90	1	7	ks	0.999999999999906
150	1	7	ks	0.950899999999912
1	1.5	7	ks	0.999999999999906
3	1.5	7	ks	0.999999999999906
7	1.5	7	ks	0.999999999999906
14	1.5	7	ks	0.999999999999906
21	1.5	7	ks	0.999999999999906
30	1.5	7	ks	0.999999999999906
60	1.5	7	ks	0.999999999999906
90	1.5	7	ks	0.999999999999906
150	1.5	7	ks	0.996099999999907
1	2	7	ks	0.999999999999906
3	2	7	ks	0.999999999999906
7	2	7	ks	0.999999999999906
14	2	7	ks	0.999999999999906
21	2	7	ks	0.999999999999906
30	2	7	ks	0.999999999999906
60	2	7	ks	0.999999999999906
90	2	7	ks	0.999999999999906
150	2	7	ks	0.999599999999906
1	0.00958904109589041	14	ks	9e-04
3	0.00958904109589041	14	ks	0.0764000000000012
7	0.00958904109589041	14	ks	0.0245999999999999
14	0.00958904109589041	14	ks	0.014
21	0.00958904109589041	14	ks	0.0109
30	0.00958904109589041	14	ks	0.0142
60	0.00958904109589041	14	ks	0.0159
90	0.00958904109589041	14	ks	0.0177999999999999
150	0.00958904109589041	14	ks	0.0196999999999999
1	0.0191780821917808	14	ks	0.0012
3	0.0191780821917808	14	ks	0.141500000000001
7	0.0191780821917808	14	ks	0.120600000000002
14	0.0191780821917808	14	ks	0.0456000000000003
21	0.0191780821917808	14	ks	0.0265999999999999
30	0.0191780821917808	14	ks	0.0198999999999999
60	0.0191780821917808	14	ks	0.0180999999999999
90	0.0191780821917808	14	ks	0.0177999999999999
150	0.0191780821917808	14	ks	0.0196999999999999
1	0.0383561643835616	14	ks	0.998899999999906
3	0.0383561643835616	14	ks	0.87049999999992
7	0.0383561643835616	14	ks	0.688199999999941
14	0.0383561643835616	14	ks	0.257299999999988
21	0.0383561643835616	14	ks	0.109700000000002
30	0.0383561643835616	14	ks	0.0626000000000008
60	0.0383561643835616	14	ks	0.0294999999999999
90	0.0383561643835616	14	ks	0.0222999999999999
150	0.0383561643835616	14	ks	0.0232999999999999
1	0.0575342465753425	14	ks	0.999999999999906
3	0.0575342465753425	14	ks	0.999999999999906
7	0.0575342465753425	14	ks	0.998399999999906
14	0.0575342465753425	14	ks	0.651299999999945
21	0.0575342465753425	14	ks	0.309699999999982
30	0.0575342465753425	14	ks	0.1516
60	0.0575342465753425	14	ks	0.0521000000000005
90	0.0575342465753425	14	ks	0.0324999999999999
150	0.0575342465753425	14	ks	0.0274999999999999
1	0.0821917808219178	14	ks	0.999999999999906
3	0.0821917808219178	14	ks	0.999999999999906
7	0.0821917808219178	14	ks	0.999999999999906
14	0.0821917808219178	14	ks	0.957599999999911
21	0.0821917808219178	14	ks	0.655199999999944
30	0.0821917808219178	14	ks	0.335199999999979
60	0.0821917808219178	14	ks	0.0897000000000015
90	0.0821917808219178	14	ks	0.0525000000000005
150	0.0821917808219178	14	ks	0.0319999999999999
1	0.1	14	ks	0.999999999999906
3	0.1	14	ks	0.999999999999906
7	0.1	14	ks	0.999999999999906
14	0.1	14	ks	0.996099999999907
21	0.1	14	ks	0.845199999999923
30	0.1	14	ks	0.519999999999959
60	0.1	14	ks	0.135600000000001
90	0.1	14	ks	0.070600000000001
150	0.1	14	ks	0.0418000000000002
1	0.3	14	ks	0.999999999999906
3	0.3	14	ks	0.999999999999906
7	0.3	14	ks	0.999999999999906
14	0.3	14	ks	0.999999999999906
21	0.3	14	ks	0.999999999999906
30	0.3	14	ks	0.999999999999906
60	0.3	14	ks	0.894399999999918
90	0.3	14	ks	0.542399999999957
150	0.3	14	ks	0.219299999999992
1	0.5	14	ks	0.999999999999906
3	0.5	14	ks	0.999999999999906
7	0.5	14	ks	0.999999999999906
14	0.5	14	ks	0.999999999999906
21	0.5	14	ks	0.999999999999906
30	0.5	14	ks	0.999999999999906
60	0.5	14	ks	0.999399999999906
90	0.5	14	ks	0.923299999999915
150	0.5	14	ks	0.505599999999961
1	0.7	14	ks	0.999999999999906
3	0.7	14	ks	0.999999999999906
7	0.7	14	ks	0.999999999999906
14	0.7	14	ks	0.999999999999906
21	0.7	14	ks	0.999999999999906
30	0.7	14	ks	0.999999999999906
60	0.7	14	ks	0.999999999999906
90	0.7	14	ks	0.993999999999907
150	0.7	14	ks	0.763999999999932
1	1	14	ks	0.999999999999906
3	1	14	ks	0.999999999999906
7	1	14	ks	0.999999999999906
14	1	14	ks	0.999999999999906
21	1	14	ks	0.999999999999906
30	1	14	ks	0.999999999999906
60	1	14	ks	0.999999999999906
90	1	14	ks	0.999999999999906
150	1	14	ks	0.942399999999913
1	1.5	14	ks	0.999999999999906
3	1.5	14	ks	0.999999999999906
7	1.5	14	ks	0.999999999999906
14	1.5	14	ks	0.999999999999906
21	1.5	14	ks	0.999999999999906
30	1.5	14	ks	0.999999999999906
60	1.5	14	ks	0.999999999999906
90	1.5	14	ks	0.999999999999906
150	1.5	14	ks	0.995799999999907
1	2	14	ks	0.999999999999906
3	2	14	ks	0.999999999999906
7	2	14	ks	0.999999999999906
14	2	14	ks	0.999999999999906
21	2	14	ks	0.999999999999906
30	2	14	ks	0.999999999999906
60	2	14	ks	0.999999999999906
90	2	14	ks	0.999999999999906
150	2	14	ks	0.999599999999906
1	0.00958904109589041	21	ks	0
3	0.00958904109589041	21	ks	0
7	0.00958904109589041	21	ks	3e-04
14	0.00958904109589041	21	ks	0.0044
21	0.00958904109589041	21	ks	0.0087
30	0.00958904109589041	21	ks	0.0096
60	0.00958904109589041	21	ks	0.0117
90	0.00958904109589041	21	ks	0.0141
150	0.00958904109589041	21	ks	0.0199999999999999
1	0.0191780821917808	21	ks	0
3	0.0191780821917808	21	ks	0
7	0.0191780821917808	21	ks	0.0034
14	0.0191780821917808	21	ks	0.0194999999999999
21	0.0191780821917808	21	ks	0.0179999999999999
30	0.0191780821917808	21	ks	0.0154
60	0.0191780821917808	21	ks	0.015
90	0.0191780821917808	21	ks	0.0158
150	0.0191780821917808	21	ks	0.0206999999999999
1	0.0383561643835616	21	ks	0.999199999999906
3	0.0383561643835616	21	ks	0.843399999999923
7	0.0383561643835616	21	ks	0.581899999999952
14	0.0383561643835616	21	ks	0.191599999999995
21	0.0383561643835616	21	ks	0.0851000000000014
30	0.0383561643835616	21	ks	0.0504000000000004
60	0.0383561643835616	21	ks	0.0260999999999999
90	0.0383561643835616	21	ks	0.0216999999999999
150	0.0383561643835616	21	ks	0.0189999999999999
1	0.0575342465753425	21	ks	0.999999999999906
3	0.0575342465753425	21	ks	0.999999999999906
7	0.0575342465753425	21	ks	0.997499999999906
14	0.0575342465753425	21	ks	0.590899999999951
21	0.0575342465753425	21	ks	0.251699999999989
30	0.0575342465753425	21	ks	0.121800000000002
60	0.0575342465753425	21	ks	0.0437000000000002
90	0.0575342465753425	21	ks	0.0319999999999999
150	0.0575342465753425	21	ks	0.0255999999999999
1	0.0821917808219178	21	ks	0.999999999999906
3	0.0821917808219178	21	ks	0.999999999999906
7	0.0821917808219178	21	ks	0.999999999999906
14	0.0821917808219178	21	ks	0.928099999999914
21	0.0821917808219178	21	ks	0.587899999999952
30	0.0821917808219178	21	ks	0.298299999999983
60	0.0821917808219178	21	ks	0.0800000000000013
90	0.0821917808219178	21	ks	0.0518000000000005
150	0.0821917808219178	21	ks	0.0314999999999999
1	0.1	21	ks	0.999999999999906
3	0.1	21	ks	0.999999999999906
7	0.1	21	ks	0.999999999999906
14	0.1	21	ks	0.988199999999907
21	0.1	21	ks	0.801199999999928
30	0.1	21	ks	0.460199999999966
60	0.1	21	ks	0.120800000000002
90	0.1	21	ks	0.0595000000000007
150	0.1	21	ks	0.0365
1	0.3	21	ks	0.999999999999906
3	0.3	21	ks	0.999999999999906
7	0.3	21	ks	0.999999999999906
14	0.3	21	ks	0.999999999999906
21	0.3	21	ks	0.999999999999906
30	0.3	21	ks	0.999999999999906
60	0.3	21	ks	0.87079999999992
90	0.3	21	ks	0.521599999999959
150	0.3	21	ks	0.197899999999995
1	0.5	21	ks	0.999999999999906
3	0.5	21	ks	0.999999999999906
7	0.5	21	ks	0.999999999999906
14	0.5	21	ks	0.999999999999906
21	0.5	21	ks	0.999999999999906
30	0.5	21	ks	0.999999999999906
60	0.5	21	ks	0.998799999999906
90	0.5	21	ks	0.911299999999916
150	0.5	21	ks	0.494299999999962
1	0.7	21	ks	0.999999999999906
3	0.7	21	ks	0.999999999999906
7	0.7	21	ks	0.999999999999906
14	0.7	21	ks	0.999999999999906
21	0.7	21	ks	0.999999999999906
30	0.7	21	ks	0.999999999999906
60	0.7	21	ks	0.999999999999906
90	0.7	21	ks	0.993299999999907
150	0.7	21	ks	0.758999999999933
1	1	21	ks	0.999999999999906
3	1	21	ks	0.999999999999906
7	1	21	ks	0.999999999999906
14	1	21	ks	0.999999999999906
21	1	21	ks	0.999999999999906
30	1	21	ks	0.999999999999906
60	1	21	ks	0.999999999999906
90	1	21	ks	0.999999999999906
150	1	21	ks	0.943699999999912
1	1.5	21	ks	0.999999999999906
3	1.5	21	ks	0.999999999999906
7	1.5	21	ks	0.999999999999906
14	1.5	21	ks	0.999999999999906
21	1.5	21	ks	0.999999999999906
30	1.5	21	ks	0.999999999999906
60	1.5	21	ks	0.999999999999906
90	1.5	21	ks	0.999999999999906
150	1.5	21	ks	0.994299999999907
1	2	21	ks	0.999999999999906
3	2	21	ks	0.999999999999906
7	2	21	ks	0.999999999999906
14	2	21	ks	0.999999999999906
21	2	21	ks	0.999999999999906
30	2	21	ks	0.999999999999906
60	2	21	ks	0.999999999999906
90	2	21	ks	0.999999999999906
150	2	21	ks	0.999599999999906
1	0.00958904109589041	30	ks	0
3	0.00958904109589041	30	ks	0
7	0.00958904109589041	30	ks	0.0015
14	0.00958904109589041	30	ks	0.00740000000000001
21	0.00958904109589041	30	ks	0.0058
30	0.00958904109589041	30	ks	0.0065
60	0.00958904109589041	30	ks	0.0111
90	0.00958904109589041	30	ks	0.0126
150	0.00958904109589041	30	ks	0.0152
1	0.0191780821917808	30	ks	0
3	0.0191780821917808	30	ks	0
7	0.0191780821917808	30	ks	0.00750000000000001
14	0.0191780821917808	30	ks	0.0151
21	0.0191780821917808	30	ks	0.0129
30	0.0191780821917808	30	ks	0.0084
60	0.0191780821917808	30	ks	0.0112
90	0.0191780821917808	30	ks	0.0132
150	0.0191780821917808	30	ks	0.0156
1	0.0383561643835616	30	ks	0
3	0.0383561643835616	30	ks	0
7	0.0383561643835616	30	ks	0.0108
14	0.0383561643835616	30	ks	0.0562000000000006
21	0.0383561643835616	30	ks	0.0519000000000005
30	0.0383561643835616	30	ks	0.0381000000000001
60	0.0383561643835616	30	ks	0.0194999999999999
90	0.0383561643835616	30	ks	0.0155
150	0.0383561643835616	30	ks	0.0173
1	0.0575342465753425	30	ks	0
3	0.0575342465753425	30	ks	0
7	0.0575342465753425	30	ks	0.0575000000000006
14	0.0575342465753425	30	ks	0.214199999999993
21	0.0575342465753425	30	ks	0.167499999999998
30	0.0575342465753425	30	ks	0.0977000000000018
60	0.0575342465753425	30	ks	0.0326999999999999
90	0.0575342465753425	30	ks	0.0248999999999999
150	0.0575342465753425	30	ks	0.0205999999999999
1	0.0821917808219178	30	ks	0.999999999999906
3	0.0821917808219178	30	ks	0.999999999999906
7	0.0821917808219178	30	ks	0.981299999999908
14	0.0821917808219178	30	ks	0.78529999999993
21	0.0821917808219178	30	ks	0.488299999999963
30	0.0821917808219178	30	ks	0.246899999999989
60	0.0821917808219178	30	ks	0.0608000000000007
90	0.0821917808219178	30	ks	0.0362
150	0.0821917808219178	30	ks	0.0285999999999999
1	0.1	30	ks	0.999999999999906
3	0.1	30	ks	0.999999999999906
7	0.1	30	ks	0.999999999999906
14	0.1	30	ks	0.973899999999909
21	0.1	30	ks	0.731299999999936
30	0.1	30	ks	0.410699999999971
60	0.1	30	ks	0.0966000000000017
90	0.1	30	ks	0.0543000000000005
150	0.1	30	ks	0.0340999999999999
1	0.3	30	ks	0.999999999999906
3	0.3	30	ks	0.999999999999906
7	0.3	30	ks	0.999999999999906
14	0.3	30	ks	0.999999999999906
21	0.3	30	ks	0.999999999999906
30	0.3	30	ks	0.999999999999906
60	0.3	30	ks	0.850899999999923
90	0.3	30	ks	0.484099999999963
150	0.3	30	ks	0.182599999999996
1	0.5	30	ks	0.999999999999906
3	0.5	30	ks	0.999999999999906
7	0.5	30	ks	0.999999999999906
14	0.5	30	ks	0.999999999999906
21	0.5	30	ks	0.999999999999906
30	0.5	30	ks	0.999999999999906
60	0.5	30	ks	0.998799999999906
90	0.5	30	ks	0.901999999999917
150	0.5	30	ks	0.478399999999964
1	0.7	30	ks	0.999999999999906
3	0.7	30	ks	0.999999999999906
7	0.7	30	ks	0.999999999999906
14	0.7	30	ks	0.999999999999906
21	0.7	30	ks	0.999999999999906
30	0.7	30	ks	0.999999999999906
