TRUEMEAN TRUESD TRUEMEDIAN OBSMEAN OBSSD OBSMEDIAN OBSSKEW OBSKURT OBSPCTF PENETRANCE ROBSMEAN ROBSSD
49 6 49 48.8441649768699 5.97291053940707 49 -0.000953185873147528 -0.00171392389869407 0.508366591993661 0.93967002705 49 6
49 7 49 48.8108038928564 6.94474084188954 49 -0.0039259123425833 -0.00460892461752538 0.50857779790204 0.9377311044 49 7
49 8 49 48.7302082106448 7.94038550696085 49 -0.00960443450531761 -0.0155835509751148 0.508788805087399 0.9355223228 49 8
49 9 49 48.666581989303 8.86507519038579 49 -0.0157670778786815 -0.0284985223917875 0.509091263136333 0.9329337049 49 9
49 10 49 48.5660178341566 9.80789610263089 49 -0.0269982364518019 -0.0125412563442149 0.509406551221463 0.9299917785 49 10
49 11 49 48.3767629699545 10.736746827369 48 -0.0449170337688241 -0.025308581283908 0.509689166765245 0.92692769075 48 11
49 12 49 48.1779988306216 11.6763742506024 48 -0.0572923865500723 -0.0353456349035044 0.509944658397535 0.92326098675 48 12
49 13 49 48.0441968434862 12.506934148092 48 -0.0670578114432674 -0.0528475448589876 0.510101180069168 0.91883074665 48 13
49 14 49 47.8689280456677 13.3943813531686 48 -0.0803200306658484 -0.0952683904628855 0.510787439559554 0.91370513555 48 13
49 15 49 47.5511186621923 14.215338837275 48 -0.0857184287957621 -0.143151060197766 0.510906560562584 0.90887261095 48 14
50 5 50 49.8966158376357 4.99345589212657 50 -0.00188547994970802 -0.00263739743440805 0.508619737863952 0.93729308275 50 5
50 6 50 49.8411312581826 5.99615751477304 50 -0.0130689405238881 -0.00312103957975474 0.508856666574237 0.9356146955 50 6
50 7 50 49.7851640819315 6.94021490385429 50 -0.0138971410944227 0.00418856125712797 0.509179239797052 0.9336339326 50 7
50 8 50 49.691656515971 7.91870074746736 50 -0.013144488893821 -0.0121638290842352 0.509371981731946 0.9313595619 50 8
50 9 50 49.5692495578501 8.87665715472114 50 -0.0135443566654436 -0.0181417590084139 0.509580898877045 0.9287407804 50 9
50 10 50 49.4664239559436 9.78732871890014 50 -0.0416059120896471 -0.0175726686145588 0.509902358622959 0.92571968195 49 10
50 11 50 49.3368564599119 10.7436518403654 49 -0.0362582168177013 -0.0469535579356428 0.510416537798936 0.92178251645 49 11
50 12 50 49.1654979293675 11.6566745777088 49 -0.0591380866268604 -0.0644700529437241 0.510657352660015 0.91790104795 49 12
50 13 50 49.0291663448532 12.4919136602872 49 -0.0684741712977947 -0.0813020754330012 0.510864166117263 0.9132554485 49 12
50 14 50 48.7029200926519 13.3407451191007 49 -0.0777413202732416 -0.0991198665820829 0.511198445231311 0.90852122905 49 13
50 15 50 48.4708692964691 14.1832803815806 49 -0.102742204469996 -0.138557126790553 0.511453826968481 0.90282954365 48 14
51 5 51 50.887123749645 4.98147577537213 51 0.00836005021272019 -0.0105304256994692 0.509167548667109 0.9331016677 51 5
51 6 51 50.8096739600678 5.94714806719702 51 -0.0110991338310812 -0.00374771515531114 0.509457039112655 0.9314723874 51 6
51 7 51 50.7397592230505 6.94917481746964 51 -0.000258844634880145 0.0092671906047932 0.509681967997138 0.92931324785 51 7
51 8 51 50.6890153386997 7.90903632204742 51 -0.00757864372460135 -0.00782161214097243 0.509961836102457 0.9266769454 51 8
51 9 51 50.5960113555758 8.8345208093482 51 -0.0384416610291499 0.000953357524526854 0.510317913166495 0.9238796689 51 9
51 10 51 50.4334797605539 9.7885072882174 51 -0.034955001358973 -0.0260118300208161 0.510680875183562 0.920591696 50 10
51 11 51 50.2912777458931 10.7208621292701 50 -0.0380767377597969 -0.052544949272999 0.511010475325007 0.9165902245 50 11
51 12 51 50.0987579273366 11.6043561189038 50 -0.0527217795462991 -0.0512213710584843 0.511526788568533 0.9123344579 50 12
51 13 51 49.8521446997966 12.5157774113766 50 -0.0762475573989308 -0.0585990137515329 0.511550329037073 0.90752435635 50 13
51 14 51 49.6732467906243 13.3488259035908 50 -0.0945392303209627 -0.0975625663971118 0.51207963697384 0.9020422115 50 13
51 15 51 49.3991955086676 14.1083333483182 50 -0.103498416545721 -0.141504143106342 0.512419360985483 0.89630679775 49 14
52 5 52 51.8607240187331 4.99181848960774 52 -0.00856482190115963 -0.0152132242905201 0.509863898908067 0.9285995006 52 5
52 6 52 51.8100594489977 5.95516560438502 52 -0.00889215991910396 -0.0103499793271626 0.510037237094297 0.92678572675 52 6
52 7 52 51.7342734534738 6.93801239280497 52 -0.0103702356622434 -0.00576636592370638 0.510347364889669 0.9245061909 52 7
52 8 52 51.6477158462855 7.90250434763039 52 -0.0219988107405461 0.00504229574608273 0.510615940961585 0.92184671245 52 8
52 9 52 51.5244048868038 8.83764374839946 52 -0.0270634579717557 -0.0172195633603711 0.510852261687845 0.9189226621 52 9
52 10 52 51.4001353028394 9.77244343602702 51 -0.0312640439841385 -0.0126779733214786 0.511190438601432 0.9151786507 51 10
52 11 52 51.2586446479932 10.6969573343853 51 -0.0438645152282643 -0.052085128722029 0.511539383349431 0.9109543276 51 11
52 12 52 51.0342836924302 11.5663922349525 51 -0.058675741691066 -0.0546336296328342 0.511850464975218 0.90670573665 51 12
52 13 52 50.830552173391 12.4234305543307 51 -0.0873917098176494 -0.0877909947522046 0.512268264126436 0.90167604895 51 12
52 14 52 50.5160301849402 13.271729176798 51 -0.095426679191092 -0.0856266328234914 0.512529911055172 0.8959831439 51 13
52 15 52 50.2367419552417 14.0525736401957 51 -0.119542967417883 -0.121102531818531 0.512566961266706 0.89053199795 50 14
53 5 53 52.844304480681 4.98246394966074 53 0.00208668752938733 -0.00520686493927736 0.510482752634508 0.9238080481 53 5
53 6 53 52.801269027221 5.96302010189352 53 -0.0165634492568184 -0.0202826058443377 0.510709546205492 0.9217761295 53 6
53 7 53 52.7311101033871 6.93263223694428 53 -0.00964387790379164 -0.0137653784208553 0.510951809396376 0.91935743315 53 7
53 8 53 52.6369028615989 7.86300673759106 53 -0.0174368874610405 -0.00916803220378881 0.51119959945839 0.9166516301 53 8
53 9 53 52.4774656486353 8.85087697574336 53 -0.0280221447944754 0.00213359839240645 0.51162523829661 0.91332318565 52 9
53 10 53 52.347901233629 9.74363415335463 52 -0.0467909461285031 -0.00836531473670377 0.51190310010789 0.90964680435 52 10
53 11 53 52.1895267419271 10.6735783104536 52 -0.0579850149734767 -0.0462667877886784 0.512245150367361 0.90505210165 52 11
53 12 53 51.9176475702769 11.5105484064262 52 -0.0644256406452111 -0.0489062913429295 0.512535596002207 0.90094810195 52 12
53 13 53 51.7394736460369 12.4009630172664 52 -0.0890322742611574 -0.0866808864768358 0.512982799766703 0.8948793911 52 12
53 14 53 51.4423501293022 13.2545974588277 52 -0.1145864906267 -0.0824416374966073 0.51321878167842 0.8890941303 51 13
53 15 53 51.1656333042881 14.0126644671123 52 -0.133529880260392 -0.131713793540398 0.513530764691115 0.8831375959 51 14
54 5 54 53.8612310176693 4.9799372096668 54 -0.000279183583680047 0.0182361179646802 0.511223118022015 0.9184530297 54 5
54 6 54 53.782907841016 5.97299968925003 54 -0.00599193335971494 -0.00859185291629405 0.511368680800335 0.91645436335 54 6
54 7 54 53.692155453821 6.93977025859472 54 -0.0118299841731191 -0.00599438839822319 0.51164225319161 0.91395414615 54 7
54 8 54 53.6070159220292 7.86874085996395 54 -0.0117485757490176 -0.0250505582226377 0.512041115372117 0.91085590795 54 8
54 9 54 53.4305984631859 8.85518748646881 53 -0.0381407885621003 -0.0176309292989645 0.512343872564491 0.90746008325 53 9
54 10 54 53.3334902380321 9.7102924314045 53 -0.0449466714979354 -0.054008040175014 0.51241628317431 0.9034864333 53 10
54 11 54 53.1331481020329 10.6224193209356 53 -0.0627215179550991 -0.0511689887342861 0.513009809528129 0.89878517435 53 11
54 12 54 52.91066202205 11.5146045717935 53 -0.0691344670073175 -0.0590713684606516 0.513453468233818 0.8933742282 53 12
54 13 54 52.5812910948857 12.3699234930609 53 -0.0942786421731391 -0.089377175428409 0.513582853877404 0.8883244684 53 12
54 14 54 52.3136695977951 13.2405447519389 53 -0.121367578460564 -0.111910909879606 0.513890010704111 0.8815796266 52 13
54 15 54 51.9534037135517 13.9561556533115 52 -0.127380876882545 -0.126118257428475 0.514168689340217 0.87590957265 52 14
55 5 55 54.8365510841863 4.96957295079778 55 -0.00583712711581581 -0.00106208465792967 0.511889396934188 0.9130210565 55 5
55 6 55 54.7526084339107 5.94484225456474 55 -0.0117196264882025 -0.00397398838487462 0.512203922983819 0.91087066755 55 6
55 7 55 54.6727444497718 6.93472604484285 55 -0.0149597766393109 -0.019619041713578 0.512439702960095 0.90805826805 55 7
55 8 55 54.5735767526449 7.86159059946388 55 -0.0266677096023183 -0.00274139043491539 0.512841195392144 0.9048088745 55 8
55 9 55 54.4167034400981 8.80735807109508 54 -0.0273563547113269 -0.0276460573805708 0.513129317779968 0.90108092235 54 9
55 10 55 54.2187397364228 9.72856432739095 54 -0.0550745363398584 -0.0226036751168959 0.51341709985438 0.89703662905 54 10
55 11 55 54.0276404950363 10.6128666206427 54 -0.0660351075688222 -0.0521396269252765 0.513858364639654 0.8921482961 54 11
55 12 55 53.8149693528377 11.4969893989156 54 -0.0964774273583522 -0.072091807953099 0.514112867905627 0.8865899464 54 11
55 13 55 53.5388861312002 12.3147525053097 54 -0.0992278432395073 -0.0971933588890561 0.514480848914935 0.8809134309 54 12
55 14 55 53.2163717046718 13.1270179097743 53 -0.120807233996787 -0.0971703360976637 0.514809783901281 0.87427472685 53 13
55 15 55 52.9046324255576 13.8959193799542 53 -0.141412019822617 -0.122760923174812 0.514965919969215 0.86740980185 53 14
56 5 56 55.8214198626795 4.97989197766909 56 -0.00855053263831696 -0.0138171191397114 0.51275694618887 0.90703468555 56 5
56 6 56 55.7421957060661 5.95057899753859 56 0.00202284553652786 -0.0123525856722217 0.512897743910622 0.9047408625 56 6
56 7 56 55.649097114917 6.91365234615449 56 -0.00537010013351717 -0.00578422569443804 0.513126938902632 0.90184880975 56 7
56 8 56 55.5074510073198 7.87769249222862 56 -0.0285326319668102 -0.0137356345794264 0.513684441677254 0.89840408655 56 8
56 9 56 55.3640424853616 8.7900095323901 55 -0.0411703867999116 -0.0296175371503895 0.513924869089557 0.89445997265 55 9
56 10 56 55.1520272873379 9.70994703922508 55 -0.0550885646312147 -0.0494821277995334 0.514347189546248 0.8900871358 55 10
56 11 56 54.9682037552772 10.5693457434368 55 -0.0595454454386008 -0.0483724311666411 0.514540101349619 0.8845989234 55 11
56 12 56 54.7132665609511 11.434200706257 55 -0.0916792688803055 -0.067703386678259 0.514895978477902 0.8791144482 55 11
56 13 56 54.4286193095217 12.2830748740916 55 -0.117892820812351 -0.0927765829256759 0.515189841014225 0.87289964145 54 12
56 14 56 54.1430704516471 13.0583650707341 54 -0.138923994536247 -0.0863770512609627 0.515530780729103 0.86603865315 54 13
56 15 56 53.7112337415703 13.8160281195245 54 -0.148605213753903 -0.11885804961793 0.515908668632881 0.85940975895 54 14
57 5 57 56.8077652747818 4.98039098752763 57 -0.0118406914110352 -0.0111055465169101 0.513586775560094 0.9006832928 57 5
57 6 57 56.728480887556 5.95131521848419 57 -0.0123458377923212 -0.0121371237355281 0.513901504025168 0.8981176373 57 6
57 7 57 56.6155170323729 6.90381738131954 57 -0.0103417797065167 -0.01092222923385 0.514181712237328 0.89508416985 57 7
57 8 57 56.4939553589719 7.83927478449784 57 -0.0378114082139688 -0.000828504648664019 0.514498709599504 0.8914957439 56 8
57 9 57 56.3165499084272 8.7726701150676 56 -0.0461889203370819 -0.0398966563972278 0.514928916179773 0.8872833058 56 9
57 10 57 56.1329176833423 9.66762673068872 56 -0.0486490107551035 -0.0494268905550683 0.515369346989235 0.8822033792 56 10
57 11 57 55.872511330928 10.5655360054924 56 -0.0791666620839666 -0.0439450288705516 0.515582328998724 0.87701804885 56 11
57 12 57 55.6403711795937 11.3757083815187 56 -0.0909928194840234 -0.0545909388899943 0.516002163273518 0.8708509507 56 11
57 13 57 55.285568787064 12.2401157233704 56 -0.115357000031299 -0.0981462950554479 0.516095576249174 0.86451459765 55 12
57 14 57 54.9677719973361 12.9925271021039 55 -0.142586448273527 -0.092325424315328 0.516298616598577 0.8577112981 55 13
57 15 57 54.6031545297034 13.7680306344758 55 -0.163981098239915 -0.115892596827083 0.516626190399522 0.85040135685 55 14
58 5 58 57.7898235519091 4.97019550868368 58 -0.00325868313789354 0.00244015445356993 0.514512031052902 0.89390914185 58 5
58 6 58 57.7250789286626 5.92493967552839 58 -0.0214726350619889 -0.00493425837585892 0.514834524394028 0.89110028565 58 6
58 7 58 57.5977656559598 6.8938915559579 58 -0.0137417302697439 -0.0133872075203931 0.515021959912301 0.88787275115 58 7
58 8 58 57.4312724945607 7.81346007611013 57 -0.0226497678088943 -0.0189412471847175 0.515406517187824 0.88424147125 57 8
58 9 58 57.2822546615637 8.73677927287883 57 -0.0379194629049655 -0.0327116500372648 0.515619014986207 0.87949672 57 9
58 10 58 57.0331391144155 9.63768592364989 57 -0.0516175616386176 -0.0682638687396295 0.516042468201356 0.87455381235 57 10
58 11 58 56.7892952989298 10.5112338444046 57 -0.0768235224326845 -0.068776508469921 0.516253644915944 0.86877279515 57 11
58 12 58 56.5261162440686 11.3256412536615 57 -0.107440850182319 -0.064248797598712 0.516676751497847 0.86238189595 57 11
58 13 58 56.170449946556 12.1740851784919 56 -0.13853595641445 -0.0732591592979341 0.517109835927603 0.855871936 56 12
58 14 58 55.817438449057 12.921818403727 56 -0.144618469703755 -0.100479759466604 0.517432976326042 0.8485270113 56 13
58 15 58 55.4710086902039 13.730914082001 56 -0.175913462726736 -0.111586828125057 0.517641384964815 0.84006280145 55 14
59 5 59 58.7918725833995 4.94679472644826 59 -0.00513500157351043 0.00927586254881207 0.515614707026067 0.8865077889 59 5
59 6 59 58.6760172920156 5.93453467229282 59 -0.0204748149232569 -0.0258848844595336 0.515752834041161 0.88379373125 59 6
59 7 59 58.5711261505079 6.89085038268501 59 -0.0217038536610259 -0.0236713134682804 0.516031285914524 0.8801109515 59 7
59 8 59 58.3939892623441 7.80491000381557 58 -0.0313999386212698 -0.0269882081929853 0.516386504223424 0.8762245354 58 8
59 9 59 58.1858340137134 8.72209206179056 58 -0.0394279177644474 -0.0498530522570082 0.516606675005635 0.8715908028 58 9
59 10 59 58.0038286758758 9.61322805264836 58 -0.0613249594199232 -0.0491604748096148 0.517001907492914 0.8656762958 58 10
59 11 59 57.6913554669236 10.4554781866832 58 -0.0807864136373523 -0.0731649263309215 0.517440461297543 0.86008012455 58 10
59 12 59 57.4491009155125 11.2916251874742 58 -0.112093496343364 -0.0669700917130052 0.517674010984757 0.85302287285 57 11
59 13 59 57.0908049730117 12.0647868139074 57 -0.126874647303776 -0.0807127818911315 0.517687434676775 0.8463292571 57 12
59 14 59 56.6482014083358 12.893064198124 57 -0.161225835610679 -0.0913226112714409 0.518706713988248 0.8386732464 57 13
